"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G740","2020-04-10 22:00:00","24.000","0.000","0.000","20.800","0.900","1015.300","","0.000","-99.000","-99.000","-99.000","25.600","","17.900",""
"C0F9N0","2020-04-10 22:00:00","75.000","108.000","0.700","23.100","0.650","1009.000","","0.000","-99.000","-99.000","-99.000","28.800","","19.900",""
"C0F9T0","2020-04-10 22:00:00","111.000","199.000","1.500","23.300","0.730","1004.300","","0.000","-99.000","-99.000","-99.000","27.100","","18.700",""
"C0S710","2020-04-10 22:00:00","382.000","4.000","2.600","17.900","0.940","977.600","","0.000","-99.000","-99.000","-99.000","24.000","","15.700",""
"C0M680","2020-04-10 22:00:00","37.000","0.000","0.000","21.400","0.920","1015.300","","0.000","-99.000","-99.000","-99.000","27.800","","17.500",""
"C0X220","2020-04-10 22:00:00","26.000","272.000","1.200","21.500","0.880","1014.900","","0.000","-99.000","-99.000","-99.000","26.100","","17.900",""
"C0R560","2020-04-10 22:00:00","22.000","327.000","0.900","23.800","0.730","1016.000","","0.000","-99.000","-99.000","-99.000","27.300","","20.800",""
"C0F9P0","2020-04-10 22:00:00","26.000","216.000","1.000","21.800","0.960","1015.200","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0O970","2020-04-10 22:00:00","71.000","105.000","1.700","19.700","0.880","1009.800","","0.000","-99.000","-99.000","-99.000","29.800","","16.800",""
"C0F0B0","2020-04-10 22:00:00","311.000","30.000","1.100","19.700","0.770","982.500","","0.000","-99.000","-99.000","-99.000","25.700","","16.000",""
"C0R700","2020-04-10 22:00:00","19.000","67.000","3.900","23.300","0.670","1016.200","","0.000","10.800","51.000","","27.500","","23.200",""
"C0R780","2020-04-10 22:00:00","72.000","70.000","3.400","22.700","0.800","1012.400","","0.000","-99.000","-99.000","-99.000","25.300","","21.500",""
"C0R620","2020-04-10 22:00:00","34.000","68.000","1.900","23.100","0.790","1015.700","","0.000","8.000","36.000","","26.900","","22.600",""
"C0C660","2020-04-10 22:00:00","176.000","129.000","1.600","20.900","0.680","997.600","","0.000","-99.000","-99.000","-99.000","27.000","","17.800",""
"C0SA10","2020-04-10 22:00:00","411.000","327.000","1.100","17.700","0.930","973.400","","0.000","-99.000","-99.000","-99.000","25.400","","16.100",""
"C0M740","2020-04-10 22:00:00","15.000","0.000","0.000","20.500","0.920","1015.500","","0.000","-99.000","-99.000","-99.000","27.400","","17.700",""
"C0K460","2020-04-10 22:00:00","60.000","164.000","0.300","21.900","0.860","1010.000","","0.000","-99.000","-99.000","-99.000","27.600","","18.300",""
"C0X100","2020-04-10 22:00:00","10.000","329.000","0.900","23.700","0.600","1015.000","","0.000","-99.000","-99.000","-99.000","27.500","","20.100",""
"C0K560","2020-04-10 22:00:00","117.000","131.000","0.300","19.800","0.830","1005.200","","0.000","-99.000","-99.000","-99.000","28.500","","17.800",""
"C0R150","2020-04-10 22:00:00","105.000","69.000","0.800","21.500","0.990","1004.700","","0.000","-99.000","-99.000","-99.000","30.400","","20.600",""
"C0S690","2020-04-10 22:00:00","522.000","24.000","0.700","17.600","0.930","961.000","","5.000","-99.000","-99.000","-99.000","23.100","","16.900",""
"C0U870","2020-04-10 22:00:00","474.000","0.000","0.100","17.600","0.780","966.800","","0.500","-99.000","-99.000","-99.000","21.100","","16.000",""
"C0A520","2020-04-10 22:00:00","48.000","38.000","1.500","22.300","0.630","1012.900","","0.000","-99.000","-99.000","-99.000","26.800","","19.300",""
"C0X130","2020-04-10 22:00:00","27.000","0.000","0.200","22.600","0.750","1014.300","","0.000","-99.000","-99.000","-99.000","29.000","","19.200",""
"C0V400","2020-04-10 22:00:00","56.000","0.000","0.000","22.200","0.870","1010.900","","0.000","-99.000","-99.000","-99.000","27.200","","19.000",""
"C0UA40","2020-04-10 22:00:00","1121.000","203.000","5.900","13.100","0.990","894.700","","0.000","-99.000","-99.000","-99.000","16.900","","10.800",""
"C0G720","2020-04-10 22:00:00","50.000","199.000","0.700","20.700","0.930","1011.600","","0.000","-99.000","-99.000","-99.000","27.300","","17.800",""
"C0I540","2020-04-10 22:00:00","3344.000","-99.000","-99.000","3.500","0.610","683.700","","-99.000","-99.000","-99.000","-99.000","6.800","","-0.400",""
"C0K390","2020-04-10 22:00:00","31.000","0.000","0.000","21.100","0.900","1014.400","","0.000","-99.000","-99.000","-99.000","27.500","","18.000",""
"C0R730","2020-04-10 22:00:00","163.000","84.000","3.500","21.200","0.830","1000.200","","0.000","9.000","75.000","","27.400","","20.900",""
"C0T9A0","2020-04-10 22:00:00","498.000","300.000","0.300","15.400","0.990","964.200","","2.500","-99.000","-99.000","-99.000","21.900","","15.000",""
"C0AH40","2020-04-10 22:00:00","426.000","297.000","1.000","19.400","0.800","968.100","","0.000","-99.000","-99.000","-99.000","23.400","","17.100",""
"C0X280","2020-04-10 22:00:00","22.000","0.000","0.000","21.800","0.880","1015.700","","0.000","-99.000","-99.000","-99.000","25.200","","18.200",""
"C0V620","2020-04-10 22:00:00","18.000","2.000","1.100","23.000","0.790","1015.900","","0.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0H960","2020-04-10 22:00:00","120.000","188.000","2.500","23.200","0.650","1002.600","","0.000","-99.000","-99.000","-99.000","28.600","","19.000",""
"C0M530","2020-04-10 22:00:00","1385.000","0.000","0.000","14.000","0.920","872.500","","0.000","-99.000","-99.000","-99.000","19.500","","11.600",""
"C0R170","2020-04-10 22:00:00","26.000","0.000","0.000","22.200","1.000","1015.100","","0.000","-99.000","-99.000","-99.000","29.400","","19.700",""
"C0I420","2020-04-10 22:00:00","305.000","0.000","0.000","21.200","0.710","983.300","","0.000","-99.000","-99.000","-99.000","28.400","","16.300",""
"C0A640","2020-04-10 22:00:00","241.000","0.000","0.000","18.600","0.780","993.500","","0.000","-99.000","-99.000","-99.000","24.600","","15.500",""
"C0A930","2020-04-10 22:00:00","216.000","168.000","2.100","19.500","0.780","992.700","","0.000","-99.000","-99.000","-99.000","22.300","","15.900",""
"C0F9M0","2020-04-10 22:00:00","230.000","173.000","1.500","21.900","0.670","991.100","","0.000","-99.000","-99.000","-99.000","26.000","","17.800",""
"C0AC40","2020-04-10 22:00:00","1079.000","109.000","3.900","12.500","0.990","897.700","","0.000","11.000","120.000","","16.700","","10.800",""
"C0AI00","2020-04-10 22:00:00","188.000","47.000","1.400","19.200","0.810","997.800","","0.000","-99.000","-99.000","-99.000","26.800","","16.400",""
"C0T9M0","2020-04-10 22:00:00","92.000","309.000","1.700","19.900","0.850","1011.500","","0.000","-99.000","-99.000","-99.000","26.400","","18.800",""
"C0S960","2020-04-10 22:00:00","32.000","306.000","1.300","21.700","0.770","1016.400","","1.500","-99.000","-99.000","-99.000","25.600","","19.500",""
"C0K430","2020-04-10 22:00:00","30.000","323.000","0.300","20.200","1.000","1015.400","","0.000","-99.000","-99.000","-99.000","27.400","","17.500",""
"C0Z170","2020-04-10 22:00:00","199.000","0.000","0.000","19.800","1.000","999.500","","0.500","-99.000","-99.000","-99.000","26.000","","16.700",""
"C0Z100","2020-04-10 22:00:00","36.000","245.000","1.000","19.700","0.950","1018.100","","0.000","-99.000","-99.000","-99.000","25.700","","17.100",""
"C0U710","2020-04-10 22:00:00","1942.000","146.000","0.700","7.700","0.990","811.400","","0.500","-99.000","-99.000","-99.000","11.200","","6.600",""
"C0SA30","2020-04-10 22:00:00","92.000","353.000","1.500","20.500","0.800","1010.500","","0.000","-99.000","-99.000","-99.000","24.500","","18.700",""
"C0V500","2020-04-10 22:00:00","6.000","0.000","0.000","23.500","0.790","1015.800","","0.000","-99.000","-99.000","-99.000","26.600","","21.900",""
"CM0160","2020-04-10 22:00:00","159.000","103.000","0.900","21.400","0.700","1001.200","","0.000","-99.000","-99.000","-99.000","29.400","","17.600",""
"C0V350","2020-04-10 22:00:00","36.000","261.000","1.300","20.700","0.900","1015.000","","0.000","-99.000","-99.000","-99.000","29.900","","19.000",""
"C0R470","2020-04-10 22:00:00","103.000","0.000","0.100","22.600","0.860","1006.600","","0.000","-99.000","-99.000","-99.000","30.000","","20.900",""
"C0M770","2020-04-10 22:00:00","164.000","0.000","0.000","21.000","0.780","998.700","","0.000","-99.000","-99.000","-99.000","26.900","","18.500",""
"C0S930","2020-04-10 22:00:00","248.000","105.000","0.300","19.200","0.890","992.500","","0.000","-99.000","-99.000","-99.000","25.900","","16.000",""
"C0F9Y0","2020-04-10 22:00:00","3313.000","274.000","5.000","5.000","0.770","687.800","","0.000","11.400","244.000","","12.800","","2.100",""
"C0E790","2020-04-10 22:00:00","344.000","38.000","0.600","21.200","0.760","978.000","","0.000","-99.000","-99.000","-99.000","26.200","","16.700",""
"C0O810","2020-04-10 22:00:00","161.000","37.000","0.600","19.800","0.990","1000.300","","0.000","-99.000","-99.000","-99.000","30.300","","18.700",""
"C0R520","2020-04-10 22:00:00","18.000","0.000","0.200","24.000","0.830","1016.200","","0.000","-99.000","-99.000","-99.000","27.300","","21.200",""
"C0G880","2020-04-10 22:00:00","92.000","0.000","0.100","21.300","0.820","1007.400","","0.000","-99.000","-99.000","-99.000","27.400","","18.300",""
"C0R260","2020-04-10 22:00:00","76.000","0.000","0.100","20.800","0.860","1009.100","","0.000","-99.000","-99.000","-99.000","28.800","","19.900",""
"C0U950","2020-04-10 22:00:00","1012.000","132.000","9.500","12.800","1.000","907.400","","0.500","-99.000","-99.000","-99.000","14.600","","12.100",""
"C0O860","2020-04-10 22:00:00","38.000","0.000","0.000","21.600","0.960","1013.100","","0.000","-99.000","-99.000","-99.000","28.200","","18.400",""
"C0R320","2020-04-10 22:00:00","7.000","71.000","8.600","22.400","0.800","1017.500","","0.000","-99.000","-99.000","-99.000","27.800","","22.100",""
"C0S980","2020-04-10 22:00:00","901.000","0.000","0.000","15.000","1.000","919.200","","0.500","-99.000","-99.000","-99.000","20.300","","13.800",""
"C0X110","2020-04-10 22:00:00","20.000","328.000","1.200","23.900","0.670","1016.000","","0.000","-99.000","-99.000","-99.000","26.600","","20.400",""
"C0V310","2020-04-10 22:00:00","46.000","305.000","0.800","21.700","0.730","1011.800","","0.000","-99.000","-99.000","-99.000","30.800","","19.600",""
"C0G620","2020-04-10 22:00:00","110.000","223.000","1.100","21.300","0.910","1004.700","","0.000","-99.000","-99.000","-99.000","29.600","","17.400",""
"C0AD50","2020-04-10 22:00:00","84.000","90.000","2.500","21.900","0.720","1008.700","","0.000","-99.000","-99.000","-99.000","26.300","","19.400",""
"C0A9A0","2020-04-10 22:00:00","24.000","76.000","2.500","22.300","0.630","1016.100","","0.000","-99.000","-99.000","-99.000","25.800","","17.200",""
"C0O830","2020-04-10 22:00:00","127.000","125.000","0.800","19.700","0.990","1003.900","","0.000","-99.000","-99.000","-99.000","30.800","","18.100",""
"C0S760","2020-04-10 22:00:00","1621.000","0.000","0.000","11.200","1.000","843.600","","0.000","-99.000","-99.000","-99.000","14.900","","8.500",""
"C0X160","2020-04-10 22:00:00","26.000","33.000","1.000","23.700","0.700","1014.500","","0.000","-99.000","-99.000","-99.000","27.300","","19.500",""
"C0C490","2020-04-10 22:00:00","157.000","110.000","0.700","21.900","0.620","999.700","","0.000","-99.000","-99.000","-99.000","28.400","","18.400",""
"C0F970","2020-04-10 22:00:00","145.000","101.000","0.800","21.600","0.690","1000.300","","0.000","-99.000","-99.000","-99.000","27.400","","18.200",""
"C0R440","2020-04-10 22:00:00","1679.000","69.000","6.600","11.300","1.000","837.800","","0.000","12.100","88.000","","13.200","","9.500",""
"C0M690","2020-04-10 22:00:00","33.000","0.000","0.000","21.000","0.910","1013.400","","0.000","-99.000","-99.000","-99.000","27.500","","17.800",""
"C0V690","2020-04-10 22:00:00","30.000","350.000","1.300","23.600","0.790","1015.100","","0.000","-99.000","-99.000","-99.000","25.000","","21.700",""
"C0Z210","2020-04-10 22:00:00","126.000","0.000","0.000","18.400","0.990","1007.600","","1.000","-99.000","-99.000","-99.000","24.900","","14.800",""
"C0U770","2020-04-10 22:00:00","5.000","337.000","3.900","19.800","0.860","1019.800","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0Z080","2020-04-10 22:00:00","298.000","0.000","0.000","17.300","0.990","986.400","","0.500","-99.000","-99.000","-99.000","28.900","","15.200",""
"C0G640","2020-04-10 22:00:00","17.000","0.000","0.000","20.700","0.910","1018.300","","0.000","-99.000","-99.000","-99.000","26.400","","16.900",""
"C0X200","2020-04-10 22:00:00","61.000","0.000","0.000","20.300","0.920","1010.800","","0.000","-99.000","-99.000","-99.000","27.900","","16.700",""
"C0U900","2020-04-10 22:00:00","63.000","104.000","1.000","19.400","0.890","1014.000","","0.000","-99.000","-99.000","-99.000","24.600","","17.500",""
"C0Z230","2020-04-10 22:00:00","31.000","290.000","3.400","20.300","0.730","1017.800","","0.000","-99.000","-99.000","-99.000","23.500","","17.700",""
"C0F9O0","2020-04-10 22:00:00","175.000","0.000","0.000","23.000","0.720","997.400","","0.000","-99.000","-99.000","-99.000","28.200","","18.500",""
"C0R770","2020-04-10 22:00:00","93.000","66.000","2.300","21.700","0.820","1007.900","","0.000","-99.000","-99.000","-99.000","26.000","","21.000",""
"C0C540","2020-04-10 22:00:00","46.000","103.000","2.000","21.400","0.660","1012.300","","0.000","-99.000","-99.000","-99.000","28.900","","17.700",""
"C0G770","2020-04-10 22:00:00","15.000","0.000","0.100","21.700","0.890","1015.800","","0.000","-99.000","-99.000","-99.000","26.500","","19.400",""
"C0V670","2020-04-10 22:00:00","20.000","304.000","1.300","23.900","0.730","1015.500","","0.000","-99.000","-99.000","-99.000","26.100","","21.300",""
"C0A870","2020-04-10 22:00:00","685.000","121.000","4.800","16.000","0.940","939.500","","0.000","-99.000","-99.000","-99.000","20.000","","14.200",""
"C0R220","2020-04-10 22:00:00","23.000","0.000","0.200","23.700","1.000","1015.600","","0.000","-99.000","-99.000","-99.000","27.400","","20.800",""
"C0Z220","2020-04-10 22:00:00","589.000","268.000","0.900","15.800","1.000","954.800","","0.000","-99.000","-99.000","-99.000","20.800","","13.100",""
"C0D560","2020-04-10 22:00:00","147.000","81.000","1.300","20.800","0.780","1001.000","","0.000","-99.000","-99.000","-99.000","29.100","","16.500",""
"C0I380","2020-04-10 22:00:00","258.000","0.000","0.000","20.800","0.810","987.800","","0.000","-99.000","-99.000","-99.000","28.400","","17.700",""
"C0Z020","2020-04-10 22:00:00","211.000","25.000","2.900","18.200","0.990","995.500","","0.000","-99.000","-99.000","-99.000","23.300","","15.600",""
"C0S830","2020-04-10 22:00:00","288.000","230.000","0.700","19.300","0.840","988.900","","0.000","-99.000","-99.000","-99.000","25.900","","19.100",""
"C0S920","2020-04-10 22:00:00","98.000","317.000","1.200","19.800","0.910","1004.300","","2.000","-99.000","-99.000","-99.000","25.400","","16.700",""
"C0V640","2020-04-10 22:00:00","35.000","29.000","0.900","23.300","0.770","1013.900","","0.000","-99.000","-99.000","-99.000","25.800","","19.200",""
"C0AH80","2020-04-10 22:00:00","68.000","110.000","4.600","21.800","0.680","1010.000","","0.000","-99.000","-99.000","-99.000","25.100","","15.100",""
"C0K250","2020-04-10 22:00:00","12.000","0.000","0.000","19.700","0.960","1016.700","","0.000","-99.000","-99.000","-99.000","27.600","","15.400",""
"C0R840","2020-04-10 22:00:00","536.000","49.000","4.800","17.700","1.000","958.400","","0.500","-99.000","-99.000","-99.000","22.000","","16.600",""
"C0I410","2020-04-10 22:00:00","180.000","205.000","0.800","20.700","0.840","997.000","","0.000","-99.000","-99.000","-99.000","27.900","","18.400",""
"C0M410","2020-04-10 22:00:00","245.000","356.000","1.400","19.400","0.820","986.300","","0.000","-99.000","-99.000","-99.000","28.400","","17.100",""
"C0F9Z0","2020-04-10 22:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-10 22:00:00","26.000","216.000","1.200","22.000","0.880","1014.200","","0.000","-99.000","-99.000","-99.000","28.300","","18.400",""
"C0U650","2020-04-10 22:00:00","442.000","0.000","0.100","17.200","0.840","969.900","","0.500","-99.000","-99.000","-99.000","21.000","","15.500",""
"C0D660","2020-04-10 22:00:00","65.000","122.000","2.000","22.500","0.660","1009.900","","0.000","-99.000","-99.000","-99.000","28.100","","17.700",""
"C0E540","2020-04-10 22:00:00","32.000","219.000","0.700","19.900","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","26.800","","14.000",""
"C0W170","2020-04-10 22:00:00","42.000","16.000","6.000","16.700","0.910","1014.200","","0.000","-99.000","-99.000","-99.000","18.500","","14.500",""
"C0Z150","2020-04-10 22:00:00","27.000","234.000","2.200","20.300","0.900","1018.000","","0.000","-99.000","-99.000","-99.000","24.400","","17.200",""
"C0H9A0","2020-04-10 22:00:00","1595.000","0.000","0.000","11.800","0.940","849.700","","0.000","-99.000","-99.000","-99.000","21.500","","9.500",""
"C0Z300","2020-04-10 22:00:00","182.000","0.000","0.200","18.800","0.990","1001.100","","0.000","-99.000","-99.000","-99.000","23.500","","16.100",""
"C0G730","2020-04-10 22:00:00","27.000","225.000","0.800","20.800","0.950","1015.500","","0.000","-99.000","-99.000","-99.000","25.900","","17.000",""
"C0V730","2020-04-10 22:00:00","33.000","50.000","0.800","24.100","0.760","1014.700","","0.000","-99.000","-99.000","-99.000","28.100","","21.600",""
"C0SA00","2020-04-10 22:00:00","466.000","0.000","0.000","17.100","1.000","967.300","","0.000","-99.000","-99.000","-99.000","23.800","","15.100",""
"C0S900","2020-04-10 22:00:00","27.000","125.000","1.700","23.400","0.680","1017.400","","0.000","-99.000","-99.000","-99.000","26.400","","22.900",""
"C0C480","2020-04-10 22:00:00","105.000","111.000","1.000","21.300","0.640","1005.800","","0.000","-99.000","-99.000","-99.000","27.800","","18.200",""
"C0UA60","2020-04-10 22:00:00","566.000","214.000","1.300","16.000","0.940","955.400","","0.000","-99.000","-99.000","-99.000","21.800","","13.900",""
"C0A980","2020-04-10 22:00:00","11.000","99.000","2.100","21.800","0.600","1018.200","","0.000","-99.000","-99.000","-99.000","27.100","","18.000",""
"C0K550","2020-04-10 22:00:00","15.000","0.000","0.000","20.900","0.890","1016.500","","0.000","-99.000","-99.000","-99.000","27.700","","17.100",""
"C0R350","2020-04-10 22:00:00","35.000","65.000","4.300","23.300","0.800","1014.800","","0.000","-99.000","-99.000","-99.000","27.200","","22.600",""
"C0T9F0","2020-04-10 22:00:00","251.000","353.000","0.400","17.800","0.910","991.900","","2.000","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0D390","2020-04-10 22:00:00","146.000","0.000","0.000","20.000","0.780","999.400","","0.000","-99.000","-99.000","-99.000","29.700","","15.000",""
"C0E430","2020-04-10 22:00:00","258.000","174.000","1.200","18.700","0.850","991.700","","0.000","-99.000","-99.000","-99.000","26.600","","15.200",""
"C0O990","2020-04-10 22:00:00","18.000","0.000","0.000","21.000","0.990","1015.600","","0.000","-99.000","-99.000","-99.000","29.400","","17.400",""
"CM0010","2020-04-10 22:00:00","68.000","159.000","0.400","20.200","0.680","1011.400","","0.000","-99.000","-99.000","-99.000","25.500","","15.700",""
"C0K500","2020-04-10 22:00:00","12.000","73.000","0.400","20.700","0.990","1015.500","","0.000","-99.000","-99.000","-99.000","28.600","","17.500",""
"C0X260","2020-04-10 22:00:00","39.000","0.000","0.200","21.600","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","28.000","","18.100",""
"C0ACA0","2020-04-10 22:00:00","25.000","49.000","1.200","21.800","0.610","1014.600","","0.000","-99.000","-99.000","-99.000","26.300","","19.000",""
"C0X180","2020-04-10 22:00:00","62.000","0.000","0.000","21.800","0.850","1009.700","","0.000","-99.000","-99.000","-99.000","28.400","","18.500",""
"C0F930","2020-04-10 22:00:00","100.000","212.000","0.500","21.300","0.800","1005.600","","0.000","-99.000","-99.000","-99.000","27.400","","15.900",""
"C0I010","2020-04-10 22:00:00","1562.000","0.000","0.000","12.900","0.980","852.100","","0.000","-99.000","-99.000","-99.000","21.400","","10.200",""
"C0R190","2020-04-10 22:00:00","32.000","0.000","0.000","21.400","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","28.800","","19.400",""
"C0E420","2020-04-10 22:00:00","19.000","300.000","0.300","20.500","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","26.200","","14.600",""
"C0I460","2020-04-10 22:00:00","110.000","209.000","1.500","22.900","0.750","1005.500","","0.000","-99.000","-99.000","-99.000","28.200","","18.800",""
"C0A9F0","2020-04-10 22:00:00","35.000","101.000","1.300","22.200","0.630","1015.400","","0.000","-99.000","-99.000","-99.000","26.500","","17.900",""
"C0F9A0","2020-04-10 22:00:00","425.000","65.000","0.600","20.700","0.630","969.500","","0.000","-99.000","-99.000","-99.000","27.200","","18.700",""
"C0O950","2020-04-10 22:00:00","4.000","0.000","0.200","21.800","0.930","1016.700","","0.000","-99.000","-99.000","-99.000","27.300","","18.200",""
"C0M760","2020-04-10 22:00:00","40.000","0.000","0.000","21.400","0.880","1013.500","","0.000","-99.000","-99.000","-99.000","28.200","","18.300",""
"C0AH70","2020-04-10 22:00:00","34.000","78.000","1.600","22.200","0.570","1015.300","","0.000","-99.000","-99.000","-99.000","26.200","","18.300",""
"C0V250","2020-04-10 22:00:00","298.000","100.000","0.700","18.900","0.900","983.600","","0.000","-99.000","-99.000","-99.000","31.200","","17.500",""
"C0U980","2020-04-10 22:00:00","573.000","144.000","2.600","16.100","0.930","955.700","","0.000","-99.000","-99.000","-99.000","21.000","","14.100",""
"C0S740","2020-04-10 22:00:00","289.000","33.000","1.200","18.200","0.950","988.400","","0.000","-99.000","-99.000","-99.000","25.600","","14.800",""
"C0A940","2020-04-10 22:00:00","49.000","228.000","0.600","18.800","0.800","1013.900","","0.000","-99.000","-99.000","-99.000","25.200","","15.000",""
"C0A920","2020-04-10 22:00:00","196.000","130.000","2.900","20.100","0.710","995.400","","0.000","11.000","116.000","","24.300","","17.600",""
"C0T870","2020-04-10 22:00:00","135.000","0.000","0.000","18.200","0.980","1004.900","","0.500","-99.000","-99.000","-99.000","23.500","","15.200",""
"C0O930","2020-04-10 22:00:00","69.000","28.000","1.000","20.100","0.950","1009.800","","0.000","-99.000","-99.000","-99.000","31.200","","17.300",""
"C0AI40","2020-04-10 22:00:00","37.000","74.000","2.500","22.700","0.590","1014.900","","0.000","-99.000","-99.000","-99.000","26.000","","20.800",""
"C0C460","2020-04-10 22:00:00","482.000","145.000","0.300","19.500","0.650","964.200","","0.000","-99.000","-99.000","-99.000","25.600","","17.000",""
"C0T9D0","2020-04-10 22:00:00","7.000","0.000","0.000","19.300","0.940","1020.300","","0.500","-99.000","-99.000","-99.000","26.800","","16.700",""
"C0I390","2020-04-10 22:00:00","1184.000","267.000","1.600","15.200","0.990","890.300","","0.000","-99.000","-99.000","-99.000","22.400","","11.200",""
"C0B020","2020-04-10 22:00:00","86.000","93.000","5.400","21.200","0.680","1007.500","","-99.000","-99.000","-99.000","-99.000","24.500","","18.300",""
"CM0170","2020-04-10 22:00:00","106.000","98.000","1.500","19.600","0.980","1006.900","","0.000","-99.000","-99.000","-99.000","26.300","","17.300",""
"C0F860","2020-04-10 22:00:00","2215.000","226.000","0.700","9.100","1.000","784.200","","0.000","-99.000","-99.000","-99.000","15.900","","4.600",""
"C0U890","2020-04-10 22:00:00","116.000","276.000","1.700","19.000","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","23.400","","16.600",""
"C0G800","2020-04-10 22:00:00","15.000","273.000","0.400","20.800","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","26.100","","17.400",""
"C0F850","2020-04-10 22:00:00","379.000","181.000","0.700","21.000","0.620","974.300","","0.000","-99.000","-99.000","-99.000","25.800","","15.700",""
"C0AH50","2020-04-10 22:00:00","275.000","90.000","4.200","19.900","0.760","986.500","","0.000","-99.000","-99.000","-99.000","24.300","","17.000",""
"C0Z160","2020-04-10 22:00:00","124.000","0.000","0.200","19.000","0.930","1009.600","","0.000","-99.000","-99.000","-99.000","24.500","","16.100",""
"C0R540","2020-04-10 22:00:00","17.000","21.000","1.400","24.100","0.750","1015.700","","0.000","-99.000","-99.000","-99.000","27.000","","21.000",""
"C0K480","2020-04-10 22:00:00","56.000","181.000","0.600","21.700","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","27.100","","17.600",""
"C0T900","2020-04-10 22:00:00","160.000","281.000","0.600","18.300","0.860","1000.800","","0.000","-99.000","-99.000","-99.000","24.300","","17.200",""
"C0F9V0","2020-04-10 22:00:00","525.000","197.000","3.400","20.600","0.570","959.300","","0.000","-99.000","-99.000","-99.000","25.700","","17.600",""
"C0UA20","2020-04-10 22:00:00","2619.000","205.000","2.700","6.400","0.590","-99.000","","0.000","-99.000","-99.000","-99.000","15.200","","2.500",""
"C0M850","2020-04-10 22:00:00","695.000","0.000","0.000","17.000","0.970","939.200","","0.000","-99.000","-99.000","-99.000","27.400","","16.200",""
"C0C620","2020-04-10 22:00:00","19.000","112.000","3.100","23.200","0.690","1014.100","","0.000","-99.000","-99.000","-99.000","31.200","","19.400",""
"C0I360","2020-04-10 22:00:00","300.000","38.000","1.900","20.100","0.720","983.100","","0.000","-99.000","-99.000","-99.000","26.500","","17.600",""
"C0M810","2020-04-10 22:00:00","1354.000","162.000","0.300","13.200","0.980","870.000","","0.000","-99.000","-99.000","-99.000","20.400","","12.200",""
"C0AC80","2020-04-10 22:00:00","40.000","55.000","2.300","22.000","0.630","1013.800","","0.000","-99.000","-99.000","-99.000","25.600","","16.200",""
"CM0140","2020-04-10 22:00:00","26.000","1.000","0.600","20.600","0.820","1017.900","","0.500","-99.000","-99.000","-99.000","25.800","","20.500",""
"C0SA20","2020-04-10 22:00:00","857.000","10.000","2.400","14.900","1.000","923.900","","1.500","-99.000","-99.000","-99.000","19.100","","14.200",""
"C0K490","2020-04-10 22:00:00","91.000","0.000","0.000","20.200","0.830","1007.200","","0.000","-99.000","-99.000","-99.000","27.300","","18.000",""
"C0V820","2020-04-10 22:00:00","441.000","0.000","0.200","17.500","0.990","970.300","","0.000","-99.000","-99.000","-99.000","28.300","","16.500",""
"C0S810","2020-04-10 22:00:00","65.000","27.000","0.700","20.600","0.840","1015.200","","0.000","-99.000","-99.000","-99.000","27.400","","17.800",""
"C0R580","2020-04-10 22:00:00","10.000","0.000","0.000","23.700","0.810","1016.700","","0.000","-99.000","-99.000","-99.000","26.700","","20.500",""
"C0Z330","2020-04-10 22:00:00","488.000","0.000","0.000","16.900","0.990","966.800","","0.000","-99.000","-99.000","-99.000","23.500","","15.200",""
"C0E590","2020-04-10 22:00:00","40.000","67.000","0.400","18.900","0.910","1012.100","","0.000","-99.000","-99.000","-99.000","26.400","","14.200",""
"C0D540","2020-04-10 22:00:00","227.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K420","2020-04-10 22:00:00","42.000","221.000","0.800","21.200","0.880","1012.900","","0.000","-99.000","-99.000","-99.000","27.500","","17.500",""
"C0Z180","2020-04-10 22:00:00","34.000","205.000","0.700","20.600","0.800","1016.400","","7.500","-99.000","-99.000","-99.000","24.300","","17.800",""
"C0AD10","2020-04-10 22:00:00","27.000","121.000","7.400","22.400","0.590","1014.200","","0.000","13.500","134.000","","26.000","","19.700",""
"C0M720","2020-04-10 22:00:00","225.000","80.000","0.500","20.600","0.760","992.200","","0.000","-99.000","-99.000","-99.000","26.800","","17.300",""
"C0V450","2020-04-10 22:00:00","51.000","0.000","0.000","21.400","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","27.000","","19.900",""
